"source","target","value","color","width"
"DOLOR ABDOMINAL","BRONQUITIS",11,"#80800068",0.408048602088398
"DOLOR ABDOMINAL","REHABILITACION KINESICA",19,"#8080007C",0.487757230760782
"DOLOR ABDOMINAL","DOLOR EN FOSA ILIACA DERECHA",11,"#80800068",0.408048602088398
"DOLOR ABDOMINAL","CESAREA ELECTIVA",12,"#8080006B",0.420738451880701
"DOLOR ABDOMINAL","PREQUIRURGICO",27,"#80800089",0.539005545125889
"DOLOR ABDOMINAL","PUERPERIO",29,"#8080008C",0.549427211241517
"DOLOR ABDOMINAL","LITIASIS DE LA VESICULA BILIAR",11,"#80800068",0.408048602088398
"DOLOR ABDOMINAL","DISPEPSIA",11,"#80800068",0.408048602088398
"DOLOR ABDOMINAL","MALESTAR ABDOMINAL",11,"#80800068",0.408048602088398
"DOLOR ABDOMINAL","MOLESTIAS GINECOLOGICAS",12,"#8080006B",0.420738451880701
"DOLOR ABDOMINAL","RESFRIO",18,"#8080007A",0.479871998503295
"DOLOR ABDOMINAL","FISIOTERAPIA RESPIRATORIA",11,"#80800068",0.408048602088398
"DOLOR ABDOMINAL","APENDICITIS AGUDA",14,"#80800071",0.443219982917986
"DOLOR ABDOMINAL","ESTADO DE QUIMIOTERAPIA",15,"#80800074",0.453281990970259
"DOLOR ABDOMINAL","CANCER DE COLON",11,"#80800068",0.408048602088398
"DOLOR ABDOMINAL","ESTRE—IMIENTO",22,"#80800082",0.509138067737381
"DOLOR ABDOMINAL","EPIGASTRALGIA",15,"#80800074",0.453281990970259
"DOLOR ABDOMINAL","MEDICINA TRANSFUSIONAL",33,"#80800091",0.568271614359975
"EMBARAZO","MALESTAR GENERAL",66,"#808000AB",0.669361080008957
"EMBARAZO","INFECCION DEL TRACTO URINARIO",38,"#80800096",0.588846696409764
"EMBARAZO","CEFALEA",28,"#8080008B",0.544309448566968
"EMBARAZO","NAUSEAS Y VOMITOS",13,"#8080006E",0.432411982084314
"EMBARAZO","CONTRACCIONES UTERINAS",133,"#808000C5",0.771551239718625
"EMBARAZO","HIPERTENSION ARTERIAL",24,"#80800085",0.521827917529683
"EMBARAZO","VOMITOS",29,"#8080008C",0.549427211241517
"EMBARAZO","SANGRADO VAGINAL",49,"#808000A0",0.625924526226847
"EMBARAZO","CONTROL DE SALUD",79,"#808000B1",0.695582335712725
"EMBARAZO","LUMBALGIA",12,"#8080006B",0.420738451880701
"EMBARAZO","CONTROL POR OBSTETRICIA",82,"#808000B3",0.701018043293618
"EMBARAZO","CUADRO GRIPAL",11,"#80800068",0.408048602088398
"EMBARAZO","GASTROENTERITIS",13,"#8080006E",0.432411982084314
"EMBARAZO","FLUJO AMARRONADO",22,"#80800082",0.509138067737381
"EMBARAZO","EMBARAZO A TERMINO",81,"#808000B2",0.699228557397465
"EMBARAZO","INDUCCION AL TRABAJO DE PARTO",24,"#80800085",0.521827917529683
"EMBARAZO","HUEVO MUERTO Y RETENIDO",17,"#80800078",0.471535942793228
"EMBARAZO","METRORRAGIA",23,"#80800083",0.515620969279029
"EMBARAZO","CONTROL POR GINECOLOGIA",26,"#80800088",0.533501447733296
"EMBARAZO","INICIO DE TRABAJO DE PARTO",19,"#8080007C",0.487757230760782
"EMBARAZO","CESAREA INTRAPARTO",18,"#8080007A",0.479871998503295
"EMBARAZO","CESAREA ELECTIVA",68,"#808000AC",0.673714874091192
"EMBARAZO","ABORTO",11,"#80800068",0.408048602088398
"EMBARAZO","PUERPERIO",243,"#808000DB",0.859451569669041
"EMBARAZO","FLUJO VAGINAL",13,"#8080006E",0.432411982084314
"EMBARAZO","TEST EMBARAZO POSITIVO",12,"#8080006B",0.420738451880701
"EMBARAZO","MOLESTIAS GINECOLOGICAS",15,"#80800074",0.453281990970259
"EMBARAZO","DOLOR HIPOGASTRICO",16,"#80800076",0.462694370907089
"EMBARAZO","TRABAJO DE PARTO",56,"#808000A5",0.64539891421595
"EMBARAZO","EMBARAZO A TERMINO CON RUPTURA PREMATURA DE MEMBRANAS",24,"#80800085",0.521827917529683
"EMBARAZO","MEDICINA TRANSFUSIONAL",62,"#808000A8",0.660243031697311
"DOLOR DE GARGANTA","DIARREA",12,"#8080006B",0.420738451880701
"DOLOR DE GARGANTA","BRONCOESPASMO",25,"#80800087",0.527781449086206
"DOLOR DE GARGANTA","ERUPCION CUTANEA",20,"#8080007E",0.495237909996648
"DOLOR DE GARGANTA","MALESTAR GENERAL",45,"#8080009C",0.613505003241836
"DOLOR DE GARGANTA","INFECCION DEL TRACTO URINARIO",18,"#8080007A",0.479871998503295
"DOLOR DE GARGANTA","CATARRO DE LAS VIAS AEREAS SUPERIORES",51,"#808000A1",0.631758955064804
"DOLOR DE GARGANTA","OTITIS MEDIA AGUDA",11,"#80800068",0.408048602088398
"DOLOR DE GARGANTA","CEFALEA",22,"#80800082",0.509138067737381
"DOLOR DE GARGANTA","CERVICALGIA",14,"#80800071",0.443219982917986
"DOLOR DE GARGANTA","OTALGIA",18,"#8080007A",0.479871998503295
"DOLOR DE GARGANTA","VOMITOS",21,"#80800080",0.50235352954058
"DOLOR DE GARGANTA","TOS",47,"#8080009E",0.619846927227046
"DOLOR DE GARGANTA","CONTROL DE SALUD",39,"#80800097",0.59263499435589
"DOLOR DE GARGANTA","FARINGITIS AGUDA",22,"#80800082",0.509138067737381
"DOLOR DE GARGANTA","GRIPE",11,"#80800068",0.408048602088398
"DOLOR DE GARGANTA","IRRITACION OCULAR",15,"#80800074",0.453281990970259
"DOLOR DE GARGANTA","CONJUNTIVITIS",11,"#80800068",0.408048602088398
"DOLOR DE GARGANTA","FARINGITIS",88,"#808000B5",0.711316999035345
"DOLOR DE GARGANTA","CUADRO GRIPAL",20,"#8080007E",0.495237909996648
"DOLOR DE GARGANTA","GASTROENTERITIS",16,"#80800076",0.462694370907089
"DOLOR DE GARGANTA","ODINOFAGIA",38,"#80800096",0.588846696409764
"ARRITMIA CARDIACA","INSUFICIENCIA CARDIACA CONGESTIVA",11,"#80800068",0.408048602088398
"DISNEA","BRONCOESPASMO",12,"#8080006B",0.420738451880701
"DISNEA","MALESTAR GENERAL",18,"#8080007A",0.479871998503295
"DISNEA","CATARRO DE LAS VIAS AEREAS SUPERIORES",12,"#8080006B",0.420738451880701
"DISNEA","HIPERTENSION ARTERIAL",16,"#80800076",0.462694370907089
"DISNEA","TOS",14,"#80800071",0.443219982917986
"DISNEA","NEUMONIA",19,"#8080007C",0.487757230760782
"DISNEA","CONTROL DE SALUD",20,"#8080007E",0.495237909996648
"DISNEA","INSUFICIENCIA CARDIACA CONGESTIVA",22,"#80800082",0.509138067737381
"DISNEA","ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA",12,"#8080006B",0.420738451880701
"DISNEA","ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA REAGUDIZADA",12,"#8080006B",0.420738451880701
"DISNEA","MEDICINA TRANSFUSIONAL",13,"#8080006E",0.432411982084314
"DIARREA","BRONCOESPASMO",54,"#808000A3",0.640095010774871
"DIARREA","ERUPCION CUTANEA",41,"#80800099",0.599928577644636
"DIARREA","MALESTAR GENERAL",64,"#808000AA",0.664873302205053
"DIARREA","INFECCION DEL TRACTO URINARIO",17,"#80800078",0.471535942793228
"DIARREA","CATARRO DE LAS VIAS AEREAS SUPERIORES",82,"#808000B3",0.701018043293618
"DIARREA","OTITIS MEDIA AGUDA",15,"#80800074",0.453281990970259
"DIARREA","CEFALEA",11,"#80800068",0.408048602088398
"DIARREA","OTALGIA",19,"#8080007C",0.487757230760782
"DIARREA","GASTROENTERITIS AGUDA",13,"#8080006E",0.432411982084314
"DIARREA","VOMITOS",44,"#8080009C",0.610227533386363
"DIARREA","TRAUMATISMO ENCEFALOCRANEANO",19,"#8080007C",0.487757230760782
"DIARREA","TOS",75,"#808000AF",0.688004461357782
"DIARREA","NEUMONIA",16,"#80800076",0.462694370907089
"DIARREA","CONTROL DE SALUD",53,"#808000A3",0.637368926342829
"DIARREA","IRRITACION OCULAR",16,"#80800076",0.462694370907089
"DIARREA","CONJUNTIVITIS",16,"#80800076",0.462694370907089
"DIARREA","FARINGITIS",25,"#80800087",0.527781449086206
"DIARREA","LARINGITIS",16,"#80800076",0.462694370907089
"DIARREA","CUADRO GRIPAL",12,"#8080006B",0.420738451880701
"DIARREA","GASTROENTERITIS",34,"#80800092",0.57262540844221
"DIARREA","TOS CON FIEBRE",18,"#8080007A",0.479871998503295
"DIARREA","DIARREA Y VOMITOS",11,"#80800068",0.408048602088398
"DIARREA","BRONQUIOLITIS",21,"#80800080",0.50235352954058
"DIARREA","EVALUACION AUDIOLOGICA",11,"#80800068",0.408048602088398
"DIARREA","RESFRIO",12,"#8080006B",0.420738451880701
"DIARREA","MEDICINA TRANSFUSIONAL",11,"#80800068",0.408048602088398
"NEOPLASIA DEL COLON","CANCER DE COLON",13,"#8080006E",0.432411982084314
"DOLOR DE PECHO","MALESTAR GENERAL",16,"#80800076",0.462694370907089
"DOLOR DE PECHO","DOLOR TORACICO",12,"#8080006B",0.420738451880701
"DOLOR DE PECHO","APLASIA MEDULAR",16,"#80800076",0.462694370907089
"BRONCOESPASMO","ERUPCION CUTANEA",82,"#808000B3",0.701018043293618
"BRONCOESPASMO","MALESTAR GENERAL",152,"#808000CA",0.791025627707729
"BRONCOESPASMO","INFECCION DEL TRACTO URINARIO",32,"#80800090",0.563783836556071
"BRONCOESPASMO","CATARRO DE LAS VIAS AEREAS SUPERIORES",263,"#808000DE",0.870986533334175
"BRONCOESPASMO","OTITIS MEDIA AGUDA",47,"#8080009E",0.619846927227046
"BRONCOESPASMO","CEFALEA",19,"#8080007C",0.487757230760782
"BRONCOESPASMO","OTALGIA",70,"#808000AD",0.677942453305509
"BRONCOESPASMO","GASTROENTERITIS AGUDA",25,"#80800087",0.527781449086206
"BRONCOESPASMO","OTITIS EXTERNA",15,"#80800074",0.453281990970259
"BRONCOESPASMO","CUADRO VIRAL",15,"#80800074",0.453281990970259
"BRONCOESPASMO","VOMITOS",113,"#808000BF",0.747784755252141
"BRONCOESPASMO","TRAUMATISMO ENCEFALOCRANEANO",41,"#80800099",0.599928577644636
"BRONCOESPASMO","TOS",369,"#808000EB",0.920374602187788
"BRONCOESPASMO","NEUMONIA",79,"#808000B1",0.695582335712725
"BRONCOESPASMO","CONTROL DE SALUD",107,"#808000BD",0.739827803656707
"BRONCOESPASMO","FARINGITIS AGUDA",18,"#8080007A",0.479871998503295
"BRONCOESPASMO","IRRITACION OCULAR",61,"#808000A8",0.65787157666986
"BRONCOESPASMO","CONJUNTIVITIS",75,"#808000AF",0.688004461357782
"BRONCOESPASMO","FARINGITIS",69,"#808000AC",0.675843981550605
"BRONCOESPASMO","CONGESTION NASAL",16,"#80800076",0.462694370907089
"BRONCOESPASMO","REACCION ALERGICA",20,"#8080007E",0.495237909996648
"BRONCOESPASMO","DIFICULTAD RESPIRATORIA",48,"#8080009F",0.622917383178665
"BRONCOESPASMO","ALERGIA",12,"#8080006B",0.420738451880701
"BRONCOESPASMO","TRAUMATISMO DEL PIE",13,"#8080006E",0.432411982084314
"BRONCOESPASMO","LARINGITIS",53,"#808000A3",0.637368926342829
"BRONCOESPASMO","CUADRO GRIPAL",15,"#80800074",0.453281990970259
"BRONCOESPASMO","GASTROENTERITIS",43,"#8080009B",0.606874712833901
"BRONCOESPASMO","ODINOFAGIA",13,"#8080006E",0.432411982084314
"BRONCOESPASMO","CRISIS ASMATICA",20,"#8080007E",0.495237909996648
"BRONCOESPASMO","TOS CON FIEBRE",58,"#808000A6",0.6505166768905
"BRONCOESPASMO","CATARRO BRONQUIAL",19,"#8080007C",0.487757230760782
"BRONCOESPASMO","BRONQUITIS",30,"#8080008D",0.554371456619242
"BRONCOESPASMO","DIARREA Y VOMITOS",21,"#80800080",0.50235352954058
"BRONCOESPASMO","BRONQUIOLITIS",100,"#808000BA",0.72996038038417
"BRONCOESPASMO","BRONQUITIS OBSTRUCTIVA RECURRENTE",24,"#80800085",0.521827917529683
"BRONCOESPASMO","ASMA BRONQUIAL",12,"#8080006B",0.420738451880701
"BRONCOESPASMO","TOS SECA",22,"#80800082",0.509138067737381
"BRONCOESPASMO","EVALUACION AUDIOLOGICA",12,"#8080006B",0.420738451880701
"BRONCOESPASMO","NEUMONITIS",15,"#80800074",0.453281990970259
"BRONCOESPASMO","CATARRO DE LAS VIAS AEREAS SUPERIORES Y TOS",12,"#8080006B",0.420738451880701
"BRONCOESPASMO","OTITIS",21,"#80800080",0.50235352954058
"BRONCOESPASMO","EVALUACION INICIAL DEL PACIENTE",13,"#8080006E",0.432411982084314
