source,target,value,color,width
"FIEBRE","OTITIS EXTERNA",29,"#8080008C",0.549427211241517
"FIEBRE","PALPITACIONES",4,"#80800042",0.260515439609125
"FIEBRE","CONTRACCIONES UTERINAS",9,"#80800061",0.378782532854313
"FIEBRE","PRESINCOPE",2,"#80800029",0.159425973960143
"FIEBRE","ANGINA DE PECHO",2,"#80800029",0.159425973960143
"FIEBRE","FIBRILACION AURICULAR",10,"#80800065",0.394148444347665
"FIEBRE","ESCARLATINA",12,"#8080006B",0.420738451880701
"FIEBRE","TRAUMATISMO DE CADERA",4,"#80800042",0.260515439609125
"FIEBRE","CUADRO VIRAL",41,"#80800099",0.599928577644636
"FIEBRE","DOLOR TORACICO NO CARDIACO",2,"#80800029",0.159425973960143
"FIEBRE","HIPERTENSION ARTERIAL",27,"#80800089",0.539005545125889
"FIEBRE","VOMITOS",272,"#808000DF",0.875893805389157
"FIEBRE","TRAUMATISMO ENCEFALOCRANEANO",118,"#808000C0",0.75409921642383
"FIEBRE","DOLOR EN EL MIEMBRO SUPERIOR",5,"#8080004B",0.293058978698683
"FIEBRE","HEMATURIA",8,"#8080005C",0.361604905258107
"FIEBRE","RETENCION URINARIA",3,"#80800038",0.218559520582737
"FIEBRE","RECIEN NACIDO A TERMINO",19,"#8080007C",0.487757230760782
"FIEBRE","TOS",570,"#808000FB",0.983792179068863
"FIEBRE","NEUMONIA",133,"#808000C5",0.771551239718625
"FIEBRE","SANGRADO VAGINAL",3,"#80800038",0.218559520582737
"FIEBRE","CONTROL DE SALUD",280,"#808000E0",0.880121384603473
"FIEBRE","FARINGITIS AGUDA",50,"#808000A0",0.628870914735188
"FIEBRE","HIPOTENSION ARTERIAL",5,"#8080004B",0.293058978698683
"FIEBRE","GRIPE",25,"#80800087",0.527781449086206
"FIEBRE","IRRITACION OCULAR",111,"#808000BE",0.745180377637459
"FIEBRE","FARINGOAMIGDALITIS",5,"#8080004B",0.293058978698683
"FIEBRE","ANEMIA",24,"#80800085",0.521827917529683
"FIEBRE","DOLOR CORPORAL GENERALIZADO",4,"#80800042",0.260515439609125
"FIEBRE","VARICELA",34,"#80800092",0.57262540844221
"FIEBRE","EDEMA FACIAL",2,"#80800029",0.159425973960143
"FIEBRE","NAUSEAS",2,"#80800029",0.159425973960143
"FIEBRE","CONTROL POR OFTALMOLOGIA",41,"#80800099",0.599928577644636
"FIEBRE","CONJUNTIVITIS",145,"#808000C8",0.78414968162904
"FIEBRE","DOLOR INGUINAL",9,"#80800061",0.378782532854313
"FIEBRE","FARINGITIS",275,"#808000E0",0.877493542863444
"FIEBRE","EDEMA DEL MIEMBRO INFERIOR",2,"#80800029",0.159425973960143
"FIEBRE","FARINGOAMIGDALITIS AGUDA",4,"#80800042",0.260515439609125
"FIEBRE","BRAQUIALGIA",5,"#8080004B",0.293058978698683
"FIEBRE","CAIDA DESDE SU PROPIA ALTURA",8,"#8080005C",0.361604905258107
"FIEBRE","LUMBALGIA",26,"#80800088",0.533501447733296
"FIEBRE","COLICO ABDOMINAL",17,"#80800078",0.471535942793228
"FIEBRE","TRAUMATISMO DE RODILLA",6,"#80800052",0.319648986231719
"FIEBRE","OMALGIA DERECHA",2,"#80800029",0.159425973960143
"FIEBRE","HERNIA UMBILICAL",2,"#80800029",0.159425973960143
"FIEBRE","LUMBOCIATALGIA",2,"#80800029",0.159425973960143
"FIEBRE","CONGESTION NASAL",29,"#8080008C",0.549427211241517
"FIEBRE","NEUTROPENIA",8,"#8080005C",0.361604905258107
"FIEBRE","TRAUMATISMO DE TOBILLO",8,"#8080005C",0.361604905258107
"FIEBRE","REACCION ALERGICA",45,"#8080009C",0.613505003241836
"FIEBRE","DOLOR TORACICO",11,"#80800068",0.408048602088398
"FIEBRE","TRAUMATISMO COSTAL",2,"#80800029",0.159425973960143
"FIEBRE","HERIDA CORTANTE DEL MENTON",18,"#8080007A",0.479871998503295
"FIEBRE","HERIDA CORTANTE DEL DEDO DE LA MANO",3,"#80800038",0.218559520582737
"FIEBRE","DEPOSICIONES CON ESTRIAS SANGUINOLENTAS",8,"#8080005C",0.361604905258107
"FIEBRE","DEMENCIA",5,"#8080004B",0.293058978698683
"FIEBRE","TROMBOSIS VENOSA PROFUNDA",6,"#80800052",0.319648986231719
"FIEBRE","FRACTURA DE LA PELVIS",2,"#80800029",0.159425973960143
"FIEBRE","SOSPECHA DE VARICELA",11,"#80800068",0.408048602088398
"FIEBRE","RETENCION AGUDA DE ORINA",5,"#8080004B",0.293058978698683
"FIEBRE","DIFICULTAD RESPIRATORIA",39,"#80800097",0.59263499435589
"FIEBRE","ALERGIA",17,"#80800078",0.471535942793228
"FIEBRE","HERIDA CORTANTE EN LA MANO",5,"#8080004B",0.293058978698683
"FIEBRE","ESTADO POSOPERATORIO",51,"#808000A1",0.631758955064804
"FIEBRE","ANGUSTIA",5,"#8080004B",0.293058978698683
"FIEBRE","HERIDA CORTANTE EN LA REGION FRONTAL",2,"#80800029",0.159425973960143
"FIEBRE","HERPANGINA",35,"#80800093",0.576852987656526
"FIEBRE","MASTITIS",3,"#80800038",0.218559520582737
"FIEBRE","HERIDA CORTANTE EN EL ARCO SUPERCILIAR",4,"#80800042",0.260515439609125
"FIEBRE","PRURIGO",6,"#80800052",0.319648986231719
"FIEBRE","HEMORROIDES",2,"#80800029",0.159425973960143
"FIEBRE","ESGUINCE DE TOBILLO",2,"#80800029",0.159425973960143
"FIEBRE","PICADURA DE INSECTO EN EL PIE DERECHO",5,"#8080004B",0.293058978698683
"FIEBRE","REFLUJO GASTROESOFAGICO",3,"#80800038",0.218559520582737
"FIEBRE","CONTROL POR OBSTETRICIA",4,"#80800042",0.260515439609125
"FIEBRE","SOPLO SISTOLICO",2,"#80800029",0.159425973960143
"FIEBRE","DERMATITIS",26,"#80800088",0.533501447733296
"FIEBRE","TRAUMATISMO DE MANO",14,"#80800071",0.443219982917986
"FIEBRE","TRAUMATISMO DE BRAZO",5,"#8080004B",0.293058978698683
"FIEBRE","RINORREA",20,"#8080007E",0.495237909996648
"FIEBRE","TRAUMATISMO DEL PIE",23,"#80800083",0.515620969279029
"FIEBRE","TRAUMATISMO DEL PIE DERECHO",2,"#80800029",0.159425973960143
"FIEBRE","DISTENSION ABDOMINAL",2,"#80800029",0.159425973960143
"FIEBRE","SINUSITIS",8,"#8080005C",0.361604905258107
"FIEBRE","LARINGITIS",103,"#808000BB",0.73427127366575
"FIEBRE","ESCABIOSIS",3,"#80800038",0.218559520582737
"FIEBRE","POLITRAUMATISMO",6,"#80800052",0.319648986231719
"FIEBRE","IMPETIGO",11,"#80800068",0.408048602088398
"FIEBRE","TRAUMATISMO DEL PRIMER DEDO DEL PIE",2,"#80800029",0.159425973960143
"FIEBRE","LESION EN HOMBRO",6,"#80800052",0.319648986231719
"FIEBRE","DIARREA Y FIEBRE",10,"#80800065",0.394148444347665
"FIEBRE","TRAUMATISMO FACIAL",18,"#8080007A",0.479871998503295
"FIEBRE","SINDROME MONONUCLEOSICO",3,"#80800038",0.218559520582737
"FIEBRE","FORUNCULOS",2,"#80800029",0.159425973960143
"FIEBRE","GASTRITIS",5,"#8080004B",0.293058978698683
"FIEBRE","INFECCION RESPIRATORIA",22,"#80800082",0.509138067737381
"FIEBRE","INSUFICIENCIA CARDIACA CONGESTIVA",8,"#8080005C",0.361604905258107
"FIEBRE","DORSALGIA",4,"#80800042",0.260515439609125
"FIEBRE","GASTRALGIA",4,"#80800042",0.260515439609125
"FIEBRE","CUADRO GRIPAL",35,"#80800093",0.576852987656526
"FIEBRE","HIPOCALCEMIA",2,"#80800029",0.159425973960143
"FIEBRE","DISFAGIA",7,"#80800057",0.342130517269004
"FIEBRE","PROCTORRAGIA",2,"#80800029",0.159425973960143
"FIEBRE","TRAUMATISMO DE DEDO DE LA MANO",11,"#80800068",0.408048602088398
"FIEBRE","DISURIA",18,"#8080007A",0.479871998503295
"FIEBRE","ACCIDENTE CEREBROVASCULAR",3,"#80800038",0.218559520582737
"FIEBRE","GASTROENTERITIS",143,"#808000C7",0.782124075861552
"FIEBRE","DOLOR COSTAL",7,"#80800057",0.342130517269004
"FIEBRE","OTITIS EXTERNA AGUDA",2,"#80800029",0.159425973960143
"FIEBRE","ODINOFAGIA",50,"#808000A0",0.628870914735188
"FIEBRE","EXANTEMA SUBITO POSTFEBRIL",9,"#80800061",0.378782532854313
"FIEBRE","PICADURA DE INSECTO EN LA PIERNA",2,"#80800029",0.159425973960143
"FIEBRE","BRONQUITIS AGUDA",15,"#80800074",0.453281990970259
"FIEBRE","OTITIS MEDIA",7,"#80800057",0.342130517269004
"FIEBRE","ACCIDENTE ISQUEMICO TRANSITORIO",2,"#80800029",0.159425973960143
"FIEBRE","INTOLERANCIA POR VIA ORAL",9,"#80800061",0.378782532854313
"FIEBRE","EDEMA PALPEBRAL",2,"#80800029",0.159425973960143
"FIEBRE","TRAUMATISMO DE MIEMBRO INFERIOR",3,"#80800038",0.218559520582737
"FIEBRE","ALERGIA A PICADURAS DE INSECTOS",12,"#8080006B",0.420738451880701
"FIEBRE","PODALGIA",11,"#80800068",0.408048602088398
"FIEBRE","RECIEN NACIDO",38,"#80800096",0.588846696409764
"FIEBRE","VERTIGO",2,"#80800029",0.159425973960143
"FIEBRE","NEUTROPENIA FEBRIL",36,"#80800094",0.580961464152277
"FIEBRE","LACTANTE FEBRIL",2,"#80800029",0.159425973960143
"FIEBRE","EMBARAZO A TERMINO",4,"#80800042",0.260515439609125
"FIEBRE","GONALGIA DERECHA",3,"#80800038",0.218559520582737
"FIEBRE","TOS PRODUCTIVA",13,"#8080006E",0.432411982084314
"FIEBRE","HERNIA INGUINAL DERECHA",3,"#80800038",0.218559520582737
"FIEBRE","DEPRESION",2,"#80800029",0.159425973960143
"FIEBRE","INSUFICIENCIA RENAL CRONICA",43,"#8080009B",0.606874712833901
"FIEBRE","ABDOMEN AGUDO",4,"#80800042",0.260515439609125
"FIEBRE","NEUMONIA ADQUIRIDA EN LA COMUNIDAD",12,"#8080006B",0.420738451880701
"FIEBRE","COLICO",9,"#80800061",0.378782532854313
"FIEBRE","INMUNOSUPRESION FEBRIL",10,"#80800065",0.394148444347665
"FIEBRE","INFECCION DEL PIE",5,"#8080004B",0.293058978698683
"FIEBRE","DIVERTICULITIS COLONICA",2,"#80800029",0.159425973960143
"FIEBRE","TRAUMATISMO NASAL",11,"#80800068",0.408048602088398
"FIEBRE","FRACTURA DE LA MU—ECA",2,"#80800029",0.159425973960143
"FIEBRE","CRISIS ASMATICA",5,"#8080004B",0.293058978698683
"FIEBRE","ANCIANO FRAGIL",4,"#80800042",0.260515439609125
"FIEBRE","OTITIS MEDIA AGUDA DERECHA",25,"#80800087",0.527781449086206
"FIEBRE","LIPOTIMIA",6,"#80800052",0.319648986231719
"FIEBRE","CONTRACTURA CERVICAL",6,"#80800052",0.319648986231719
"FIEBRE","ASCITIS",4,"#80800042",0.260515439609125
"FIEBRE","INFECCION CUTANEA",8,"#8080005C",0.361604905258107
"FIEBRE","TOS CON FIEBRE",155,"#808000CA",0.793876036435851
"FIEBRE","CELULITIS EN PIERNA",2,"#80800029",0.159425973960143
"FIEBRE","AMIGDALITIS PULTACEA",4,"#80800042",0.260515439609125
"FIEBRE","FIEBRE EN PACIENTE ONCOLOGICO",5,"#8080004B",0.293058978698683
"FIEBRE","BALANOPOSTITIS",3,"#80800038",0.218559520582737
"FIEBRE","MAREOS Y VERTIGOS",2,"#80800029",0.159425973960143
"FIEBRE","RESFRIO COMUN",6,"#80800052",0.319648986231719
"FIEBRE","CATARRO BRONQUIAL",27,"#80800089",0.539005545125889
"FIEBRE","DOLOR DE CINTURA",2,"#80800029",0.159425973960143
"FIEBRE","GONALGIA",14,"#80800071",0.443219982917986
"FIEBRE","HERIDA CORTANTE EN LA CABEZA",5,"#8080004B",0.293058978698683
"FIEBRE","QUINTA ENFERMEDAD",3,"#80800038",0.218559520582737
"FIEBRE","DOLOR DE ESPALDA",3,"#80800038",0.218559520582737
"FIEBRE","CONTROL POR GINECOLOGIA",6,"#80800052",0.319648986231719
"FIEBRE","LUMBALGIA AGUDA",2,"#80800029",0.159425973960143
"FIEBRE","DESHIDRATACION",12,"#8080006B",0.420738451880701
"FIEBRE","PICADURA DE INSECTO EN LA CARA",10,"#80800065",0.394148444347665
"FIEBRE","EXANTEMA VIRAL",23,"#80800083",0.515620969279029
"FIEBRE","HEPATITIS",2,"#80800029",0.159425973960143
"FIEBRE","HERIDA POR MORDEDURA DE PERRO",6,"#80800052",0.319648986231719
"FIEBRE","VIROSIS RESPIRATORIA ALTA",34,"#80800092",0.57262540844221
"FIEBRE","INFECCION DEL DEDO DE LA MANO",5,"#8080004B",0.293058978698683
"FIEBRE","BRONCOESPASMOS A REPETICION",3,"#80800038",0.218559520582737
"FIEBRE","PARALISIS FACIAL",2,"#80800029",0.159425973960143
"FIEBRE","U—A ENCARNADA INFECTADA",2,"#80800029",0.159425973960143
"FIEBRE","TRAUMATISMO EN PIERNA",4,"#80800042",0.260515439609125
"FIEBRE","CANDIDIASIS MUCOSA BUCAL",5,"#8080004B",0.293058978698683
"FIEBRE","MAREO",13,"#8080006E",0.432411982084314
"FIEBRE","POLAQUIURIA",2,"#80800029",0.159425973960143
"FIEBRE","BRONQUITIS",41,"#80800099",0.599928577644636
"FIEBRE","VULVOVAGINITIS",10,"#80800065",0.394148444347665
"FIEBRE","INICIO DE TRABAJO DE PARTO",3,"#80800038",0.218559520582737
"FIEBRE","DOLOR ANAL",3,"#80800038",0.218559520582737
"FIEBRE","DIARREA Y VOMITOS",47,"#8080009E",0.619846927227046
"FIEBRE","URTICARIA",26,"#80800088",0.533501447733296
"FIEBRE","DESMAYO",7,"#80800057",0.342130517269004
"FIEBRE","NEUMOPATIA",7,"#80800057",0.342130517269004
"FIEBRE","BRONQUIOLITIS",96,"#808000B9",0.724006848827648
"FIEBRE","BRONQUITIS OBSTRUCTIVA RECURRENTE",26,"#80800088",0.533501447733296
"FIEBRE","MIGRA—A",3,"#80800038",0.218559520582737
"FIEBRE","CUIDADOS RESPIRATORIOS",11,"#80800068",0.408048602088398
"FIEBRE","REHABILITACION KINESICA",53,"#808000A3",0.637368926342829
"FIEBRE","CA DE PROSTATA                          ",2,"#80800029",0.159425973960143
"FIEBRE","ASMA BRONQUIAL",2,"#80800029",0.159425973960143
"FIEBRE","FIEBRE DE ORIGEN DESCONOCIDO",5,"#8080004B",0.293058978698683
"FIEBRE","FRACTURA LATERAL DE CADERA DERECHA",3,"#80800038",0.218559520582737
"FIEBRE","FIEBRE Y PIROGENEMIA",4,"#80800042",0.260515439609125
"FIEBRE","TOS SECA",46,"#8080009D",0.616710434928011
"FIEBRE","FLEBITIS EN LA PIERNA DERECHA",2,"#80800029",0.159425973960143
"FIEBRE","COXOARTROSIS",2,"#80800029",0.159425973960143
"FIEBRE","DERMATITIS ATOPICA",7,"#80800057",0.342130517269004
"FIEBRE","DOLOR DEL DEDO DEL PIE",3,"#80800038",0.218559520582737
"FIEBRE","LEUCEMIA LINFOIDE AGUDA",11,"#80800068",0.408048602088398
"FIEBRE","ENFERMEDAD TROMBOEMBOLICA",2,"#80800029",0.159425973960143
"FIEBRE","ANTICOAGULACION",8,"#8080005C",0.361604905258107
"FIEBRE","CATARATA",2,"#80800029",0.159425973960143
"FIEBRE","OXIURASIS",5,"#8080004B",0.293058978698683
"FIEBRE","CONVULSION",18,"#8080007A",0.479871998503295
"FIEBRE","RETRASO MADURATIVO",3,"#80800038",0.218559520582737
"FIEBRE","DOLOR PRECORDIAL",4,"#80800042",0.260515439609125
"FIEBRE","CONTROL POR CARDIOLOGIA",14,"#80800071",0.443219982917986
"FIEBRE","CESAREA ELECTIVA",2,"#80800029",0.159425973960143
"FIEBRE","EVALUACION AUDIOLOGICA",51,"#808000A1",0.631758955064804
"FIEBRE","PROSTATISMO",2,"#80800029",0.159425973960143
"FIEBRE","OSTEOCONDRITIS",2,"#80800029",0.159425973960143
"FIEBRE","NEUMONITIS",23,"#80800083",0.515620969279029
"FIEBRE","PATOLOGIA VENOSA",3,"#80800038",0.218559520582737
"FIEBRE","CATARRO DE LAS VIAS AEREAS SUPERIORES Y TOS",20,"#8080007E",0.495237909996648
"FIEBRE","ESTADO DE TRASPLANTE RENAL",7,"#80800057",0.342130517269004
"FIEBRE","DISLIPIDEMIA",9,"#80800061",0.378782532854313
"FIEBRE","EX TABAQUISTA",9,"#80800061",0.378782532854313
"FIEBRE","EPILEPSIA",7,"#80800057",0.342130517269004
"FIEBRE","OTITIS",35,"#80800093",0.576852987656526
"FIEBRE","APNEA OBSTRUCTIVA DEL SUE—O",7,"#80800057",0.342130517269004
"FIEBRE","ESTADO DE TRASPLANTE HEPATICO",5,"#8080004B",0.293058978698683
"FIEBRE","DOLOR DEL DEDO DE LA MANO",7,"#80800057",0.342130517269004
"FIEBRE","EVALUACION INICIAL DEL PACIENTE",32,"#80800090",0.563783836556071
"FIEBRE","SINDROME DEL INTESTINO CORTO",3,"#80800038",0.218559520582737
"FIEBRE","PIROSIS",2,"#80800029",0.159425973960143
"FIEBRE","CONJUNTIVITIS AGUDA",18,"#8080007A",0.479871998503295
"FIEBRE","TRASTORNO DEL LENGUAJE",11,"#80800068",0.408048602088398
"FIEBRE","HIPOTIROIDISMO",8,"#8080005C",0.361604905258107
"FIEBRE","DIATESIS HEMORRAGICA",2,"#80800029",0.159425973960143
"FIEBRE","TABAQUISMO",12,"#8080006B",0.420738451880701
"FIEBRE","EPISTAXIS",9,"#80800061",0.378782532854313
"FIEBRE","PREQUIRURGICO",24,"#80800085",0.521827917529683
"FIEBRE","DIABETES MELLITUS",3,"#80800038",0.218559520582737
"FIEBRE","VALVULOPATIA",2,"#80800029",0.159425973960143
"FIEBRE","ICTERICIA",12,"#8080006B",0.420738451880701
"FIEBRE","CONTROL POR DERMATOLOGIA",18,"#8080007A",0.479871998503295
"FIEBRE","VOMITOS Y FIEBRE",42,"#8080009A",0.603442995189562
"FIEBRE","DIARREA PROLONGADA",5,"#8080004B",0.293058978698683
"FIEBRE","PUERPERIO",6,"#80800052",0.319648986231719
"FIEBRE","COMPLICACION CON ANESTESIA",5,"#8080004B",0.293058978698683
"FIEBRE","FLUJO VAGINAL",5,"#8080004B",0.293058978698683
"FIEBRE","TEMBLOR",2,"#80800029",0.159425973960143
"FIEBRE","DESGARRO MUSCULAR GEMELAR",2,"#80800029",0.159425973960143
"FIEBRE","ANTICONCEPCI”N",3,"#80800038",0.218559520582737
"FIEBRE","FRACTURA DE LA FALANGE DEL DEDO DE LA MANO",2,"#80800029",0.159425973960143
"FIEBRE","BRONCOESPASMO LEVE",33,"#80800091",0.568271614359975
"FIEBRE","COXALGIA",2,"#80800029",0.159425973960143
"FIEBRE","RINITIS",8,"#8080005C",0.361604905258107
"FIEBRE","VULVITIS",5,"#8080004B",0.293058978698683
"FIEBRE","SINDROME FEBRIL PROLONGADO",3,"#80800038",0.218559520582737
"FIEBRE","HIPERPLASIA PROSTATICA BENIGNA",3,"#80800038",0.218559520582737
"FIEBRE","HIPERGLUCEMIA",2,"#80800029",0.159425973960143
"FIEBRE","MIELOMA MULTIPLE",3,"#80800038",0.218559520582737
"FIEBRE","EDEMA OCULAR",3,"#80800038",0.218559520582737
"FIEBRE","DERMATITIS DEL PA—AL",11,"#80800068",0.408048602088398
"FIEBRE","FEBRICULA",15,"#80800074",0.453281990970259
"FIEBRE","DOLOR EPIGASTRICO",2,"#80800029",0.159425973960143
"FIEBRE","FRACTURA DEL HUMERO",3,"#80800038",0.218559520582737
"FIEBRE","VERRUGA PLANTAR",2,"#80800029",0.159425973960143
"FIEBRE","ASTENIA",4,"#80800042",0.260515439609125
"FIEBRE","DUELO",2,"#80800029",0.159425973960143
"FIEBRE","BAJO PESO CORPORAL",2,"#80800029",0.159425973960143
"FIEBRE","ENFERMEDAD RENAL CRONICA",2,"#80800029",0.159425973960143
"FIEBRE","ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA",9,"#80800061",0.378782532854313
"FIEBRE","TOILETTE QUIRURGICA DE HERIDA",2,"#80800029",0.159425973960143
"FIEBRE","OTITIS MEDIA AGUDA IZQUIERDA",16,"#80800076",0.462694370907089
"FIEBRE","HIPONATREMIA AGUDA",4,"#80800042",0.260515439609125
"FIEBRE","ACCIDENTE CEREBROVASCULAR ISQUEMICO",3,"#80800038",0.218559520582737
"FIEBRE","HERNIA INGUINAL",5,"#8080004B",0.293058978698683
"FIEBRE","TRAUMATISMO DE DEDO DE LA MANO DERECHA",2,"#80800029",0.159425973960143
"FIEBRE","CONTROL POSTRASPLANTE",3,"#80800038",0.218559520582737
"FIEBRE","CIATALGIA",2,"#80800029",0.159425973960143
"FIEBRE","HEMATOQUEZIA",11,"#80800068",0.408048602088398
"FIEBRE","SINDROME MIELODISPLASICO",2,"#80800029",0.159425973960143
"FIEBRE","FRACTURA DE CLAVICULA DERECHA",2,"#80800029",0.159425973960143
"FIEBRE","TRAUMATISMO DE MANO IZQUIERDA",3,"#80800038",0.218559520582737
"FIEBRE","DIARREA CON SANGRE",15,"#80800074",0.453281990970259
"FIEBRE","AFTA ORAL",18,"#8080007A",0.479871998503295
"FIEBRE","ARTERIOPATIA PERIFERICA",2,"#80800029",0.159425973960143
"FIEBRE","ESCOLIOSIS",3,"#80800038",0.218559520582737
"FIEBRE","ABSCESO PIEL",3,"#80800038",0.218559520582737
"FIEBRE","MIASTENIA GRAVIS",5,"#8080004B",0.293058978698683
"FIEBRE","PIE  PLANO  VALGO",6,"#80800052",0.319648986231719
"FIEBRE","DIARREA AGUDA",9,"#80800061",0.378782532854313
"FIEBRE","MACROHEMATURIA",2,"#80800029",0.159425973960143
"FIEBRE","CANCER DE MAMA",2,"#80800029",0.159425973960143
"FIEBRE","LEUCEMIA LINFOBLASTICA AGUDA",11,"#80800068",0.408048602088398
"FIEBRE","DOLOR ABDOMINAL Y VOMITOS",4,"#80800042",0.260515439609125
"FIEBRE","DOLOR INGUINAL IZQUIERDO",2,"#80800029",0.159425973960143
"FIEBRE","DISPEPSIA",2,"#80800029",0.159425973960143
"FIEBRE","DOLOR DE MU—ECA",3,"#80800038",0.218559520582737
"FIEBRE","PARESTESIAS GENERALIZADAS",2,"#80800029",0.159425973960143
"FIEBRE","QUEMADURA CUTANEA",8,"#8080005C",0.361604905258107
"FIEBRE","INFARTO AGUDO DE MIOCARDIO",4,"#80800042",0.260515439609125
"FIEBRE","OBESIDAD",2,"#80800029",0.159425973960143
"FIEBRE","FRACTURA DE LA FALANGE DEL QUINTO DEDO DE LA MANO",2,"#80800029",0.159425973960143
"FIEBRE","SINUSITIS AGUDA",4,"#80800042",0.260515439609125
"FIEBRE","CIRROSIS HEPATICA",6,"#80800052",0.319648986231719
"FIEBRE","MALESTAR ABDOMINAL",4,"#80800042",0.260515439609125
"FIEBRE","ALERGIA OCULAR",6,"#80800052",0.319648986231719
"FIEBRE","FIBRILACION AURICULAR CRONICA",3,"#80800038",0.218559520582737
"FIEBRE","HIPOACUSIA",3,"#80800038",0.218559520582737
"FIEBRE","TRAUMATISMO DE TOBILLO DERECHO",3,"#80800038",0.218559520582737
"FIEBRE","FIMOSIS CONGENITA",4,"#80800042",0.260515439609125
"FIEBRE","NODULO PULMONAR",4,"#80800042",0.260515439609125
"FIEBRE","MALESTAR ESTOMACAL",9,"#80800061",0.378782532854313
"FIEBRE","VIROSIS RESPIRATORIA",10,"#80800065",0.394148444347665
"FIEBRE","SINDROME CONFUSIONAL",5,"#8080004B",0.293058978698683
"FIEBRE","QUEMADURA EN LA MANO",2,"#80800029",0.159425973960143
"FIEBRE","MOLESTIAS GINECOLOGICAS",3,"#80800038",0.218559520582737
"FIEBRE","RESFRIO",47,"#8080009E",0.619846927227046
"FIEBRE","FRACTURA DE TOBILLO",2,"#80800029",0.159425973960143
"FIEBRE","SINDROME COLEDOCIANO",3,"#80800038",0.218559520582737
"FIEBRE","ECCEMA",5,"#8080004B",0.293058978698683
"FIEBRE","OTITIS MEDIA CON EFUSION",2,"#80800029",0.159425973960143
"FIEBRE","DISMINUCION DE LOS MOVIMIENTOS FETALES",2,"#80800029",0.159425973960143
"FIEBRE","RINOFARINGITIS",8,"#8080005C",0.361604905258107
"FIEBRE","DISFONIA",9,"#80800061",0.378782532854313
"FIEBRE","ERUPCION CUTANEA FACIAL",4,"#80800042",0.260515439609125
"FIEBRE","RESECCION TRANSURETRAL DE VEJIGA",3,"#80800038",0.218559520582737
"FIEBRE","HERIDA CORTANTE DE LA LENGUA",4,"#80800042",0.260515439609125
"FIEBRE","PRURITO CUTANEO",2,"#80800029",0.159425973960143
"FIEBRE","CONTROL POR PSIQUIATRIA",6,"#80800052",0.319648986231719
"FIEBRE","LARINGITIS AGUDA",14,"#80800071",0.443219982917986
