source,target,value,color,width
"DOLOR ABDOMINAL","INFECCION DEL TRACTO URINARIO",65,"#808000AA",0.667134452471836
"DOLOR ABDOMINAL","CATARRO DE LAS VIAS AEREAS SUPERIORES",46,"#8080009D",0.616710434928011
"DOLOR ABDOMINAL","CEFALEA",43,"#8080009B",0.606874712833901
"DOLOR ABDOMINAL","VOMITOS",53,"#808000A3",0.637368926342829
"DOLOR ABDOMINAL","TOS",84,"#808000B4",0.704532460838544
"DOLOR ABDOMINAL","CONTROL DE SALUD",118,"#808000C0",0.75409921642383
"EMBARAZO","MALESTAR GENERAL",66,"#808000AB",0.669361080008957
"EMBARAZO","INFECCION DEL TRACTO URINARIO",41,"#80800099",0.599928577644636
"EMBARAZO","CONTRACCIONES UTERINAS",133,"#808000C5",0.771551239718625
"EMBARAZO","SANGRADO VAGINAL",49,"#808000A0",0.625924526226847
"EMBARAZO","CONTROL DE SALUD",79,"#808000B1",0.695582335712725
"EMBARAZO","CONTROL POR OBSTETRICIA",82,"#808000B3",0.701018043293618
"EMBARAZO","EMBARAZO A TERMINO",81,"#808000B2",0.699228557397465
"EMBARAZO","CESAREA ELECTIVA",68,"#808000AC",0.673714874091192
"EMBARAZO","PUERPERIO",243,"#808000DB",0.859451569669041
"EMBARAZO","TRABAJO DE PARTO",56,"#808000A5",0.64539891421595
"EMBARAZO","MEDICINA TRANSFUSIONAL",62,"#808000A8",0.660243031697311
"DOLOR DE GARGANTA","MALESTAR GENERAL",45,"#8080009C",0.613505003241836
"DOLOR DE GARGANTA","CATARRO DE LAS VIAS AEREAS SUPERIORES",51,"#808000A1",0.631758955064804
"DOLOR DE GARGANTA","TOS",47,"#8080009E",0.619846927227046
"DOLOR DE GARGANTA","FARINGITIS",88,"#808000B5",0.711316999035345
"DIARREA","BRONCOESPASMO",54,"#808000A3",0.640095010774871
"DIARREA","ERUPCION CUTANEA",41,"#80800099",0.599928577644636
"DIARREA","MALESTAR GENERAL",64,"#808000AA",0.664873302205053
"DIARREA","CATARRO DE LAS VIAS AEREAS SUPERIORES",82,"#808000B3",0.701018043293618
"DIARREA","VOMITOS",44,"#8080009C",0.610227533386363
"DIARREA","TOS",75,"#808000AF",0.688004461357782
"DIARREA","CONTROL DE SALUD",53,"#808000A3",0.637368926342829
"BRONCOESPASMO","ERUPCION CUTANEA",82,"#808000B3",0.701018043293618
"BRONCOESPASMO","MALESTAR GENERAL",152,"#808000CA",0.791025627707729
"BRONCOESPASMO","CATARRO DE LAS VIAS AEREAS SUPERIORES",263,"#808000DE",0.870986533334175
"BRONCOESPASMO","OTITIS MEDIA AGUDA",47,"#8080009E",0.619846927227046
"BRONCOESPASMO","OTALGIA",70,"#808000AD",0.677942453305509
"BRONCOESPASMO","VOMITOS",113,"#808000BF",0.747784755252141
"BRONCOESPASMO","TRAUMATISMO ENCEFALOCRANEANO",41,"#80800099",0.599928577644636
"BRONCOESPASMO","TOS",369,"#808000EB",0.920374602187788
"BRONCOESPASMO","NEUMONIA",79,"#808000B1",0.695582335712725
"BRONCOESPASMO","CONTROL DE SALUD",107,"#808000BD",0.739827803656707
"BRONCOESPASMO","IRRITACION OCULAR",61,"#808000A8",0.65787157666986
"BRONCOESPASMO","CONJUNTIVITIS",75,"#808000AF",0.688004461357782
"BRONCOESPASMO","FARINGITIS",69,"#808000AC",0.675843981550605
"BRONCOESPASMO","DIFICULTAD RESPIRATORIA",48,"#8080009F",0.622917383178665
"BRONCOESPASMO","LARINGITIS",53,"#808000A3",0.637368926342829
"BRONCOESPASMO","GASTROENTERITIS",43,"#8080009B",0.606874712833901
"BRONCOESPASMO","TOS CON FIEBRE",58,"#808000A6",0.6505166768905
"BRONCOESPASMO","BRONQUIOLITIS",100,"#808000BA",0.72996038038417
"BRONCOESPASMO","BRONCOESPASMO LEVE",44,"#8080009C",0.610227533386363
"ERUPCION CUTANEA","MALESTAR GENERAL",59,"#808000A7",0.653009750774848
"ERUPCION CUTANEA","CATARRO DE LAS VIAS AEREAS SUPERIORES",105,"#808000BC",0.737075999928102
"ERUPCION CUTANEA","VOMITOS",53,"#808000A3",0.637368926342829
"ERUPCION CUTANEA","TOS",118,"#808000C0",0.75409921642383
"ERUPCION CUTANEA","CONTROL DE SALUD",55,"#808000A4",0.642771072475921
"ERUPCION CUTANEA","FARINGITIS",45,"#8080009C",0.613505003241836
"MALESTAR GENERAL","INFECCION DEL TRACTO URINARIO",89,"#808000B6",0.712964940532804
"MALESTAR GENERAL","CATARRO DE LAS VIAS AEREAS SUPERIORES",123,"#808000C2",0.760151589916212
"MALESTAR GENERAL","CEFALEA",49,"#808000A0",0.625924526226847
"MALESTAR GENERAL","OTALGIA",51,"#808000A1",0.631758955064804
"MALESTAR GENERAL","HIPERTENSION ARTERIAL",66,"#808000AB",0.669361080008957
"MALESTAR GENERAL","VOMITOS",72,"#808000AE",0.682050929801259
"MALESTAR GENERAL","TRAUMATISMO ENCEFALOCRANEANO",41,"#80800099",0.599928577644636
"MALESTAR GENERAL","TOS",146,"#808000C8",0.78515203107827
"MALESTAR GENERAL","NEUMONIA",44,"#8080009C",0.610227533386363
"MALESTAR GENERAL","CONTROL DE SALUD",174,"#808000CF",0.810739689162076
"MALESTAR GENERAL","IRRITACION OCULAR",43,"#8080009B",0.606874712833901
"MALESTAR GENERAL","ANEMIA",48,"#8080009F",0.622917383178665
"MALESTAR GENERAL","FARINGITIS",66,"#808000AB",0.669361080008957
"MALESTAR GENERAL","LUMBALGIA",54,"#808000A3",0.640095010774871
"MALESTAR GENERAL","ESTADO POSOPERATORIO",50,"#808000A0",0.628870914735188
"MALESTAR GENERAL","REHABILITACION KINESICA",53,"#808000A3",0.637368926342829
"MALESTAR GENERAL","MEDICINA TRANSFUSIONAL",43,"#8080009B",0.606874712833901
"INFECCION DEL TRACTO URINARIO","CONTROL DE SALUD",83,"#808000B3",0.702785837917212
"INFECCION DEL TRACTO URINARIO","DISURIA",53,"#808000A3",0.637368926342829
"CATARRO DE LAS VIAS AEREAS SUPERIORES","OTITIS MEDIA AGUDA",56,"#808000A5",0.64539891421595
"CATARRO DE LAS VIAS AEREAS SUPERIORES","OTALGIA",65,"#808000AA",0.667134452471836
"CATARRO DE LAS VIAS AEREAS SUPERIORES","VOMITOS",103,"#808000BB",0.73427127366575
"CATARRO DE LAS VIAS AEREAS SUPERIORES","TRAUMATISMO ENCEFALOCRANEANO",71,"#808000AD",0.680011158498256
"CATARRO DE LAS VIAS AEREAS SUPERIORES","TOS",342,"#808000E8",0.909292720952917
"CATARRO DE LAS VIAS AEREAS SUPERIORES","NEUMONIA",45,"#8080009C",0.613505003241836
"CATARRO DE LAS VIAS AEREAS SUPERIORES","CONTROL DE SALUD",124,"#808000C2",0.761332497346293
"CATARRO DE LAS VIAS AEREAS SUPERIORES","IRRITACION OCULAR",50,"#808000A0",0.628870914735188
"CATARRO DE LAS VIAS AEREAS SUPERIORES","CONJUNTIVITIS",68,"#808000AC",0.673714874091192
"CATARRO DE LAS VIAS AEREAS SUPERIORES","FARINGITIS",71,"#808000AD",0.680011158498256
"CATARRO DE LAS VIAS AEREAS SUPERIORES","LARINGITIS",55,"#808000A4",0.642771072475921
"CATARRO DE LAS VIAS AEREAS SUPERIORES","GASTROENTERITIS",56,"#808000A5",0.64539891421595
"CATARRO DE LAS VIAS AEREAS SUPERIORES","TOS CON FIEBRE",60,"#808000A7",0.655460922268224
"CATARRO DE LAS VIAS AEREAS SUPERIORES","BRONQUIOLITIS",55,"#808000A4",0.642771072475921
"CATARRO DE LAS VIAS AEREAS SUPERIORES","RESFRIO",47,"#8080009E",0.619846927227046
"DESCOMPENSACION PSIQUIATRICA","ANGUSTIA",52,"#808000A2",0.634590913382278
"OTITIS MEDIA AGUDA","OTALGIA",44,"#8080009C",0.610227533386363
"OTITIS MEDIA AGUDA","TOS",66,"#808000AB",0.669361080008957
"CEFALEA","CONTROL DE SALUD",42,"#8080009A",0.603442995189562
"OTALGIA","TOS",83,"#808000B3",0.702785837917212
"OTALGIA","FARINGITIS",47,"#8080009E",0.619846927227046
"CONTRACCIONES UTERINAS","PUERPERIO",97,"#808000B9",0.725518170857712
"HIPERTENSION ARTERIAL","CONTROL DE SALUD",74,"#808000AF",0.686046831014865
"VOMITOS","TOS",102,"#808000BB",0.732848420713786
"VOMITOS","CONTROL DE SALUD",61,"#808000A8",0.65787157666986
"VOMITOS","FARINGITIS",45,"#8080009C",0.613505003241836
"VOMITOS","GASTROENTERITIS",51,"#808000A1",0.631758955064804
"TRAUMATISMO ENCEFALOCRANEANO","TOS",57,"#808000A5",0.647980243032358
"TOS","NEUMONIA",51,"#808000A1",0.631758955064804
"TOS","CONTROL DE SALUD",88,"#808000B5",0.711316999035345
"TOS","IRRITACION OCULAR",64,"#808000AA",0.664873302205053
"TOS","CONJUNTIVITIS",63,"#808000A9",0.662576541812156
"TOS","FARINGITIS",103,"#808000BB",0.73427127366575
"TOS","LARINGITIS",92,"#808000B7",0.717799900576993
"TOS","GASTROENTERITIS",56,"#808000A5",0.64539891421595
"TOS","TOS CON FIEBRE",63,"#808000A9",0.662576541812156
"TOS","BRONQUIOLITIS",58,"#808000A6",0.6505166768905
"TOS","TOS SECA",41,"#80800099",0.599928577644636
"TOS","RESFRIO",41,"#80800099",0.599928577644636
"CONTROL DE SALUD","ESTADO POSOPERATORIO",43,"#8080009B",0.606874712833901
"CONTROL DE SALUD","RECIEN NACIDO",45,"#8080009C",0.613505003241836
"CONTROL DE SALUD","EVALUACION INICIAL DEL PACIENTE",83,"#808000B3",0.702785837917212
"IRRITACION OCULAR","CONTROL POR OFTALMOLOGIA",41,"#80800099",0.599928577644636
"IRRITACION OCULAR","CONJUNTIVITIS",70,"#808000AD",0.677942453305509
"ANEMIA","MEDICINA TRANSFUSIONAL",53,"#808000A3",0.637368926342829
"ESTADO POSOPERATORIO","REHABILITACION KINESICA",54,"#808000A3",0.640095010774871
"NEUTROPENIA FEBRIL","MEDICINA TRANSFUSIONAL",46,"#8080009D",0.616710434928011
"EMBARAZO A TERMINO","PUERPERIO",70,"#808000AD",0.677942453305509
"REHABILITACION KINESICA","MEDICINA TRANSFUSIONAL",62,"#808000A8",0.660243031697311
"CESAREA ELECTIVA","PUERPERIO",55,"#808000A4",0.642771072475921
"PUERPERIO","TRABAJO DE PARTO",47,"#8080009E",0.619846927227046
"FISIOTERAPIA RESPIRATORIA","MEDICINA TRANSFUSIONAL",64,"#808000AA",0.664873302205053
"ESTADO DE QUIMIOTERAPIA","CANCER DE COLON",62,"#808000A8",0.660243031697311
"APOYO NUTRICIONAL","MEDICINA TRANSFUSIONAL",41,"#80800099",0.599928577644636
