"source","target","value","color","width"
"FIEBRE","ESTADO POSOPERATORIO",51,"#808000A1",0.631758955064804
"FIEBRE","ANGUSTIA",5,"#8080004B",0.293058978698683
"FIEBRE","HERPANGINA",35,"#80800093",0.576852987656526
"FIEBRE","MASTITIS",3,"#80800038",0.218559520582737
"FIEBRE","HERIDA CORTANTE EN EL ARCO SUPERCILIAR",4,"#80800042",0.260515439609125
"FIEBRE","PRURIGO",6,"#80800052",0.319648986231719
"FIEBRE","PICADURA DE INSECTO EN EL PIE DERECHO",5,"#8080004B",0.293058978698683
"FIEBRE","REFLUJO GASTROESOFAGICO",3,"#80800038",0.218559520582737
"FIEBRE","CONTROL POR OBSTETRICIA",4,"#80800042",0.260515439609125
"FIEBRE","DERMATITIS",26,"#80800088",0.533501447733296
"FIEBRE","TRAUMATISMO DE MANO",14,"#80800071",0.443219982917986
"FIEBRE","TRAUMATISMO DE BRAZO",5,"#8080004B",0.293058978698683
"FIEBRE","RINORREA",20,"#8080007E",0.495237909996648
"FIEBRE","TRAUMATISMO DEL PIE",23,"#80800083",0.515620969279029
"FIEBRE","SINUSITIS",8,"#8080005C",0.361604905258107
"FIEBRE","LARINGITIS",103,"#808000BB",0.73427127366575
"FIEBRE","ESCABIOSIS",3,"#80800038",0.218559520582737
"FIEBRE","POLITRAUMATISMO",6,"#80800052",0.319648986231719
"FIEBRE","IMPETIGO",11,"#80800068",0.408048602088398
"FIEBRE","LESION EN HOMBRO",6,"#80800052",0.319648986231719
"FIEBRE","DIARREA Y FIEBRE",10,"#80800065",0.394148444347665
"FIEBRE","TRAUMATISMO FACIAL",18,"#8080007A",0.479871998503295
"FIEBRE","SINDROME MONONUCLEOSICO",3,"#80800038",0.218559520582737
"FIEBRE","GASTRITIS",5,"#8080004B",0.293058978698683
"FIEBRE","INFECCION RESPIRATORIA",22,"#80800082",0.509138067737381
"FIEBRE","INSUFICIENCIA CARDIACA CONGESTIVA",8,"#8080005C",0.361604905258107
"FIEBRE","DORSALGIA",4,"#80800042",0.260515439609125
"FIEBRE","GASTRALGIA",4,"#80800042",0.260515439609125
"FIEBRE","CUADRO GRIPAL",35,"#80800093",0.576852987656526
"FIEBRE","DISFAGIA",7,"#80800057",0.342130517269004
"FIEBRE","TRAUMATISMO DE DEDO DE LA MANO",11,"#80800068",0.408048602088398
"FIEBRE","DISURIA",18,"#8080007A",0.479871998503295
"FIEBRE","ACCIDENTE CEREBROVASCULAR",3,"#80800038",0.218559520582737
"FIEBRE","GASTROENTERITIS",143,"#808000C7",0.782124075861552
"FIEBRE","DOLOR COSTAL",7,"#80800057",0.342130517269004
"FIEBRE","ODINOFAGIA",50,"#808000A0",0.628870914735188
"FIEBRE","EXANTEMA SUBITO POSTFEBRIL",9,"#80800061",0.378782532854313
"FIEBRE","BRONQUITIS AGUDA",15,"#80800074",0.453281990970259
"FIEBRE","OTITIS MEDIA",7,"#80800057",0.342130517269004
"FIEBRE","INTOLERANCIA POR VIA ORAL",9,"#80800061",0.378782532854313
"FIEBRE","TRAUMATISMO DE MIEMBRO INFERIOR",3,"#80800038",0.218559520582737
"FIEBRE","ALERGIA A PICADURAS DE INSECTOS",12,"#8080006B",0.420738451880701
"FIEBRE","PODALGIA",11,"#80800068",0.408048602088398
"FIEBRE","RECIEN NACIDO",38,"#80800096",0.588846696409764
"FIEBRE","NEUTROPENIA FEBRIL",36,"#80800094",0.580961464152277
"FIEBRE","EMBARAZO A TERMINO",4,"#80800042",0.260515439609125
"FIEBRE","GONALGIA DERECHA",3,"#80800038",0.218559520582737
"FIEBRE","TOS PRODUCTIVA",13,"#8080006E",0.432411982084314
"FIEBRE","HERNIA INGUINAL DERECHA",3,"#80800038",0.218559520582737
"FIEBRE","INSUFICIENCIA RENAL CRONICA",43,"#8080009B",0.606874712833901
"FIEBRE","ABDOMEN AGUDO",4,"#80800042",0.260515439609125
"FIEBRE","NEUMONIA ADQUIRIDA EN LA COMUNIDAD",12,"#8080006B",0.420738451880701
"FIEBRE","COLICO",9,"#80800061",0.378782532854313
"FIEBRE","INMUNOSUPRESION FEBRIL",10,"#80800065",0.394148444347665
"FIEBRE","INFECCION DEL PIE",5,"#8080004B",0.293058978698683
"FIEBRE","DIVERTICULITIS COLONICA",3,"#80800038",0.218559520582737
"FIEBRE","TRAUMATISMO NASAL",11,"#80800068",0.408048602088398
"FIEBRE","CRISIS ASMATICA",5,"#8080004B",0.293058978698683
"FIEBRE","ANCIANO FRAGIL",4,"#80800042",0.260515439609125
"FIEBRE","OTITIS MEDIA AGUDA DERECHA",25,"#80800087",0.527781449086206
"FIEBRE","LIPOTIMIA",6,"#80800052",0.319648986231719
"FIEBRE","CONTRACTURA CERVICAL",6,"#80800052",0.319648986231719
"FIEBRE","ASCITIS",4,"#80800042",0.260515439609125
"FIEBRE","INFECCION CUTANEA",8,"#8080005C",0.361604905258107
"FIEBRE","TOS CON FIEBRE",155,"#808000CA",0.793876036435851
"FIEBRE","AMIGDALITIS PULTACEA",4,"#80800042",0.260515439609125
"FIEBRE","FIEBRE EN PACIENTE ONCOLOGICO",5,"#8080004B",0.293058978698683
"FIEBRE","BALANOPOSTITIS",3,"#80800038",0.218559520582737
"FIEBRE","RESFRIO COMUN",6,"#80800052",0.319648986231719
"FIEBRE","CATARRO BRONQUIAL",27,"#80800089",0.539005545125889
"FIEBRE","GONALGIA",14,"#80800071",0.443219982917986
"FIEBRE","HERIDA CORTANTE EN LA CABEZA",5,"#8080004B",0.293058978698683
"FIEBRE","QUINTA ENFERMEDAD",3,"#80800038",0.218559520582737
"FIEBRE","DOLOR DE ESPALDA",3,"#80800038",0.218559520582737
"FIEBRE","CONTROL POR GINECOLOGIA",6,"#80800052",0.319648986231719
"FIEBRE","DESHIDRATACION",12,"#8080006B",0.420738451880701
"FIEBRE","PICADURA DE INSECTO EN LA CARA",10,"#80800065",0.394148444347665
"FIEBRE","EXANTEMA VIRAL",23,"#80800083",0.515620969279029
"FIEBRE","HERIDA POR MORDEDURA DE PERRO",6,"#80800052",0.319648986231719
"FIEBRE","VIROSIS RESPIRATORIA ALTA",34,"#80800092",0.57262540844221
"FIEBRE","INFECCION DEL DEDO DE LA MANO",5,"#8080004B",0.293058978698683
"FIEBRE","BRONCOESPASMOS A REPETICION",3,"#80800038",0.218559520582737
"FIEBRE","TRAUMATISMO EN PIERNA",4,"#80800042",0.260515439609125
"FIEBRE","CANDIDIASIS MUCOSA BUCAL",5,"#8080004B",0.293058978698683
"FIEBRE","MAREO",13,"#8080006E",0.432411982084314
"FIEBRE","BRONQUITIS",41,"#80800099",0.599928577644636
"FIEBRE","VULVOVAGINITIS",10,"#80800065",0.394148444347665
"FIEBRE","INICIO DE TRABAJO DE PARTO",3,"#80800038",0.218559520582737
"FIEBRE","DOLOR ANAL",3,"#80800038",0.218559520582737
"FIEBRE","DIARREA Y VOMITOS",47,"#8080009E",0.619846927227046
"FIEBRE","URTICARIA",26,"#80800088",0.533501447733296
"FIEBRE","DESMAYO",7,"#80800057",0.342130517269004
"FIEBRE","NEUMOPATIA",7,"#80800057",0.342130517269004
"FIEBRE","BRONQUIOLITIS",96,"#808000B9",0.724006848827648
"FIEBRE","BRONQUITIS OBSTRUCTIVA RECURRENTE",26,"#80800088",0.533501447733296
"FIEBRE","MIGRA—A",3,"#80800038",0.218559520582737
"FIEBRE","CUIDADOS RESPIRATORIOS",11,"#80800068",0.408048602088398
"FIEBRE","REHABILITACION KINESICA",53,"#808000A3",0.637368926342829
"FIEBRE","FIEBRE DE ORIGEN DESCONOCIDO",5,"#8080004B",0.293058978698683
"FIEBRE","FRACTURA LATERAL DE CADERA DERECHA",3,"#80800038",0.218559520582737
"FIEBRE","FIEBRE Y PIROGENEMIA",4,"#80800042",0.260515439609125
"FIEBRE","TOS SECA",46,"#8080009D",0.616710434928011
"FIEBRE","DERMATITIS ATOPICA",7,"#80800057",0.342130517269004
"FIEBRE","DOLOR DEL DEDO DEL PIE",3,"#80800038",0.218559520582737
"FIEBRE","LEUCEMIA LINFOIDE AGUDA",11,"#80800068",0.408048602088398
"FIEBRE","ANTICOAGULACION",8,"#8080005C",0.361604905258107
"FIEBRE","OXIURASIS",5,"#8080004B",0.293058978698683
"FIEBRE","CONVULSION",18,"#8080007A",0.479871998503295
"FIEBRE","RETRASO MADURATIVO",3,"#80800038",0.218559520582737
"FIEBRE","DOLOR PRECORDIAL",4,"#80800042",0.260515439609125
"FIEBRE","CONTROL POR CARDIOLOGIA",14,"#80800071",0.443219982917986
"FIEBRE","EVALUACION AUDIOLOGICA",51,"#808000A1",0.631758955064804
"FIEBRE","NEUMONITIS",23,"#80800083",0.515620969279029
"FIEBRE","PATOLOGIA VENOSA",3,"#80800038",0.218559520582737
"FIEBRE","CATARRO DE LAS VIAS AEREAS SUPERIORES Y TOS",20,"#8080007E",0.495237909996648
"FIEBRE","ESTADO DE TRASPLANTE RENAL",7,"#80800057",0.342130517269004
"FIEBRE","DISLIPIDEMIA",9,"#80800061",0.378782532854313
"FIEBRE","EX TABAQUISTA",9,"#80800061",0.378782532854313
"FIEBRE","EPILEPSIA",7,"#80800057",0.342130517269004
"FIEBRE","OTITIS",35,"#80800093",0.576852987656526
"FIEBRE","APNEA OBSTRUCTIVA DEL SUE—O",7,"#80800057",0.342130517269004
"FIEBRE","ESTADO DE TRASPLANTE HEPATICO",5,"#8080004B",0.293058978698683
"FIEBRE","DOLOR DEL DEDO DE LA MANO",7,"#80800057",0.342130517269004
"FIEBRE","EVALUACION INICIAL DEL PACIENTE",32,"#80800090",0.563783836556071
"FIEBRE","SINDROME DEL INTESTINO CORTO",3,"#80800038",0.218559520582737
"FIEBRE","CONJUNTIVITIS AGUDA",18,"#8080007A",0.479871998503295
"FIEBRE","TRASTORNO DEL LENGUAJE",11,"#80800068",0.408048602088398
"FIEBRE","HIPOTIROIDISMO",8,"#8080005C",0.361604905258107
"FIEBRE","TABAQUISMO",12,"#8080006B",0.420738451880701
"FIEBRE","EPISTAXIS",9,"#80800061",0.378782532854313
"FIEBRE","PREQUIRURGICO",24,"#80800085",0.521827917529683
"FIEBRE","DIABETES MELLITUS",3,"#80800038",0.218559520582737
"FIEBRE","ICTERICIA",12,"#8080006B",0.420738451880701
"FIEBRE","CONTROL POR DERMATOLOGIA",18,"#8080007A",0.479871998503295
"FIEBRE","VOMITOS Y FIEBRE",42,"#8080009A",0.603442995189562
"FIEBRE","DIARREA PROLONGADA",5,"#8080004B",0.293058978698683
"FIEBRE","PUERPERIO",6,"#80800052",0.319648986231719
"FIEBRE","COMPLICACION CON ANESTESIA",5,"#8080004B",0.293058978698683
"FIEBRE","FLUJO VAGINAL",5,"#8080004B",0.293058978698683
"FIEBRE","ANTICONCEPCI”N",3,"#80800038",0.218559520582737
"FIEBRE","BRONCOESPASMO LEVE",33,"#80800091",0.568271614359975
"FIEBRE","RINITIS",8,"#8080005C",0.361604905258107
"FIEBRE","VULVITIS",5,"#8080004B",0.293058978698683
"FIEBRE","SINDROME FEBRIL PROLONGADO",3,"#80800038",0.218559520582737
"FIEBRE","HIPERPLASIA PROSTATICA BENIGNA",3,"#80800038",0.218559520582737
"FIEBRE","MIELOMA MULTIPLE",3,"#80800038",0.218559520582737
"FIEBRE","EDEMA OCULAR",3,"#80800038",0.218559520582737
"FIEBRE","DERMATITIS DEL PA—AL",11,"#80800068",0.408048602088398
"FIEBRE","FEBRICULA",15,"#80800074",0.453281990970259
"FIEBRE","FRACTURA DEL HUMERO",3,"#80800038",0.218559520582737
"FIEBRE","ASTENIA",4,"#80800042",0.260515439609125
"FIEBRE","ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA",9,"#80800061",0.378782532854313
"FIEBRE","OTITIS MEDIA AGUDA IZQUIERDA",16,"#80800076",0.462694370907089
"FIEBRE","HIPONATREMIA AGUDA",4,"#80800042",0.260515439609125
"FIEBRE","ACCIDENTE CEREBROVASCULAR ISQUEMICO",3,"#80800038",0.218559520582737
"FIEBRE","HERNIA INGUINAL",5,"#8080004B",0.293058978698683
"FIEBRE","CONTROL POSTRASPLANTE",3,"#80800038",0.218559520582737
"FIEBRE","HEMATOQUEZIA",11,"#80800068",0.408048602088398
"FIEBRE","SINDROME MIELODISPLASICO",3,"#80800038",0.218559520582737
"FIEBRE","TRAUMATISMO DE MANO IZQUIERDA",3,"#80800038",0.218559520582737
"FIEBRE","DIARREA CON SANGRE",15,"#80800074",0.453281990970259
"FIEBRE","AFTA ORAL",18,"#8080007A",0.479871998503295
"FIEBRE","ESCOLIOSIS",3,"#80800038",0.218559520582737
"FIEBRE","ABSCESO PIEL",3,"#80800038",0.218559520582737
"FIEBRE","MIASTENIA GRAVIS",5,"#8080004B",0.293058978698683
"FIEBRE","PIE  PLANO  VALGO",6,"#80800052",0.319648986231719
"FIEBRE","DIARREA AGUDA",9,"#80800061",0.378782532854313
"FIEBRE","LEUCEMIA LINFOBLASTICA AGUDA",11,"#80800068",0.408048602088398
"FIEBRE","DOLOR ABDOMINAL Y VOMITOS",4,"#80800042",0.260515439609125
"FIEBRE","DOLOR DE MU—ECA",3,"#80800038",0.218559520582737
"FIEBRE","QUEMADURA CUTANEA",8,"#8080005C",0.361604905258107
"FIEBRE","INFARTO AGUDO DE MIOCARDIO",4,"#80800042",0.260515439609125
"FIEBRE","SINUSITIS AGUDA",4,"#80800042",0.260515439609125
"FIEBRE","CIRROSIS HEPATICA",6,"#80800052",0.319648986231719
"FIEBRE","MALESTAR ABDOMINAL",4,"#80800042",0.260515439609125
"FIEBRE","ALERGIA OCULAR",6,"#80800052",0.319648986231719
"FIEBRE","FIBRILACION AURICULAR CRONICA",3,"#80800038",0.218559520582737
"FIEBRE","HIPOACUSIA",3,"#80800038",0.218559520582737
"FIEBRE","TRAUMATISMO DE TOBILLO DERECHO",3,"#80800038",0.218559520582737
"FIEBRE","FIMOSIS CONGENITA",4,"#80800042",0.260515439609125
"FIEBRE","NODULO PULMONAR",4,"#80800042",0.260515439609125
"FIEBRE","MALESTAR ESTOMACAL",9,"#80800061",0.378782532854313
"FIEBRE","VIROSIS RESPIRATORIA",10,"#80800065",0.394148444347665
"FIEBRE","SINDROME CONFUSIONAL",5,"#8080004B",0.293058978698683
"FIEBRE","MOLESTIAS GINECOLOGICAS",3,"#80800038",0.218559520582737
"FIEBRE","RESFRIO",47,"#8080009E",0.619846927227046
"FIEBRE","SINDROME COLEDOCIANO",3,"#80800038",0.218559520582737
"FIEBRE","ECCEMA",5,"#8080004B",0.293058978698683
"FIEBRE","RINOFARINGITIS",8,"#8080005C",0.361604905258107
"FIEBRE","DISFONIA",9,"#80800061",0.378782532854313
"FIEBRE","ERUPCION CUTANEA FACIAL",4,"#80800042",0.260515439609125
"FIEBRE","RESECCION TRANSURETRAL DE VEJIGA",3,"#80800038",0.218559520582737
"FIEBRE","HERIDA CORTANTE DE LA LENGUA",4,"#80800042",0.260515439609125
"FIEBRE","CONTROL POR PSIQUIATRIA",6,"#80800052",0.319648986231719
"FIEBRE","LARINGITIS AGUDA",14,"#80800071",0.443219982917986
"FIEBRE","MICOSIS CUTANEA",3,"#80800038",0.218559520582737
"FIEBRE","DOLOR ABDOMINAL AGUDO",6,"#80800052",0.319648986231719
"FIEBRE","ORZUELO",6,"#80800052",0.319648986231719
"FIEBRE","DOLOR EN PIERNA",4,"#80800042",0.260515439609125
"FIEBRE","INGESTION DE CUERPO EXTRA—O",18,"#8080007A",0.479871998503295
"FIEBRE","LLANTO",35,"#80800093",0.576852987656526
"FIEBRE","DOLOR EN EL OJO",7,"#80800057",0.342130517269004
"FIEBRE","HEMATEMESIS",3,"#80800038",0.218559520582737
"FIEBRE","TROMBOEMBOLISMO PULMONAR",4,"#80800042",0.260515439609125
"FIEBRE","LESIONES CUTANEAS MULTIPLES",3,"#80800038",0.218559520582737
"FIEBRE","SEPSIS",8,"#8080005C",0.361604905258107
"FIEBRE","INSUFICIENCIA RESPIRATORIA",4,"#80800042",0.260515439609125
"FIEBRE","PICADURA DE INSECTO EN MANO",9,"#80800061",0.378782532854313
"FIEBRE","HERIDA CORTANTE EN CEJA",6,"#80800052",0.319648986231719
"FIEBRE","FARINGITIS VIRAL",3,"#80800038",0.218559520582737
"FIEBRE","ARDOR AL ORINAR",9,"#80800061",0.378782532854313
"FIEBRE","LINFOMA NO HODGKIN",14,"#80800071",0.443219982917986
"FIEBRE","DETERIORO DEL SENSORIO",4,"#80800042",0.260515439609125
"FIEBRE","SOPORTE NUTRICIONAL",8,"#8080005C",0.361604905258107
"FIEBRE","FISIOTERAPIA RESPIRATORIA",45,"#8080009C",0.613505003241836
"FIEBRE","CONTROL POR UROLOGIA",5,"#8080004B",0.293058978698683
"FIEBRE","ESTENOSIS URETRAL",3,"#80800038",0.218559520582737
"FIEBRE","PACIENTE ANTICOAGULADO",5,"#8080004B",0.293058978698683
"FIEBRE","POLIPO VESICAL",3,"#80800038",0.218559520582737
"FIEBRE","DIARREA INFECCIOSA",3,"#80800038",0.218559520582737
"FIEBRE","EVALUACI”N DEL LENGUAJE",6,"#80800052",0.319648986231719
"FIEBRE","HIPOKALEMIA",3,"#80800038",0.218559520582737
"FIEBRE","MELANOMA MALIGNO",3,"#80800038",0.218559520582737
"FIEBRE","SOSPECHA DE INFECCION URINARIA",19,"#8080007C",0.487757230760782
"FIEBRE","INSUFICIENCIA RENAL AGUDA",14,"#80800071",0.443219982917986
"FIEBRE","LITIASIS RENAL",5,"#8080004B",0.293058978698683
"FIEBRE","LEUCEMIA LINFOIDE CRONICA",3,"#80800038",0.218559520582737
"FIEBRE","LINFOMA",18,"#8080007A",0.479871998503295
"FIEBRE","ERITEMA POLIMORFO",3,"#80800038",0.218559520582737
"FIEBRE","SINDROME NEFROTICO",3,"#80800038",0.218559520582737
"FIEBRE","NEUROBLASTOMA",8,"#8080005C",0.361604905258107
"FIEBRE","ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA REAGUDIZADA",3,"#80800038",0.218559520582737
"FIEBRE","ANTIBIOTICOTERAPIA",12,"#8080006B",0.420738451880701
"FIEBRE","RETRASO DEL LENGUAJE",3,"#80800038",0.218559520582737
"FIEBRE","ESTADO DE QUIMIOTERAPIA",17,"#80800078",0.471535942793228
"FIEBRE","ANEMIA FERROPENICA",3,"#80800038",0.218559520582737
"FIEBRE","DERRAME PLEURAL",4,"#80800042",0.260515439609125
"FIEBRE","LEUCEMIA MIELOIDE AGUDA",7,"#80800057",0.342130517269004
"FIEBRE","SHOCK SEPTICO",7,"#80800057",0.342130517269004
"FIEBRE","CANCER DE COLON",5,"#8080004B",0.293058978698683
"FIEBRE","TRAUMATISMO DE CLAVICULA",3,"#80800038",0.218559520582737
"FIEBRE","ENFERMEDAD DE HODGKIN",7,"#80800057",0.342130517269004
"FIEBRE","PIE DIABETICO",3,"#80800038",0.218559520582737
"FIEBRE","NEOPLASIA DE LA VEJIGA",3,"#80800038",0.218559520582737
"FIEBRE","CONTROL POR FONOAUDIOLOGÕA",8,"#8080005C",0.361604905258107
"FIEBRE","TRAUMATISMO DE REGION OCULAR",3,"#80800038",0.218559520582737
"FIEBRE","DOLOR TESTICULAR",4,"#80800042",0.260515439609125
"FIEBRE","IMPETIGO NASAL",4,"#80800042",0.260515439609125
"FIEBRE","INFECCION DEL DEDO DEL PIE",7,"#80800057",0.342130517269004
"FIEBRE","BACTERIEMIA",17,"#80800078",0.471535942793228
"FIEBRE","INSUFICIENCIA RENAL",15,"#80800074",0.453281990970259
"FIEBRE","CANCER DE PULMON",7,"#80800057",0.342130517269004
"FIEBRE","SOPLO CARDIACO",5,"#8080004B",0.293058978698683
"FIEBRE","DESNUTRICION",5,"#8080004B",0.293058978698683
"FIEBRE","INFLAMACION GANGLIONAR",7,"#80800057",0.342130517269004
"FIEBRE","INTOXICACION",3,"#80800038",0.218559520582737
"FIEBRE","CONTROL POR SALUD MENTAL PEDIATRICA",24,"#80800085",0.521827917529683
"FIEBRE","OSTEOMIELITIS",3,"#80800038",0.218559520582737
"FIEBRE","MONONUCLEOSIS INFECCIOSA",11,"#80800068",0.408048602088398
"FIEBRE","NI—O SANO",8,"#8080005C",0.361604905258107
"FIEBRE","CANCER DE VEJIGA",5,"#8080004B",0.293058978698683
"FIEBRE","NEUMONIA EN PULMON DERECHO",3,"#80800038",0.218559520582737
"FIEBRE","FRACTURA LATERAL DE LA CADERA",5,"#8080004B",0.293058978698683
"FIEBRE","CANSANCIO",5,"#8080004B",0.293058978698683
"FIEBRE","TROMBOSIS VENOSA PROFUNDA SUPRAPATELAR UNILATERAL",4,"#80800042",0.260515439609125
"FIEBRE","ULCERA POR DECUBITO EN SACRO",5,"#8080004B",0.293058978698683
"FIEBRE","CANCER RENAL",3,"#80800038",0.218559520582737
"FIEBRE","ALTERACIONES DEL HEPATOGRAMA",3,"#80800038",0.218559520582737
"FIEBRE","OSTEOSARCOMA DE FEMUR",4,"#80800042",0.260515439609125
"FIEBRE","TRAUMATISMO ENCEFALOCRANEANO SIN PERDIDA DE LA CONCIENCIA",3,"#80800038",0.218559520582737
"FIEBRE","DOLOR ABDOMINAL Y FIEBRE",7,"#80800057",0.342130517269004
"FIEBRE","RECIEN NACIDO A TERMINO CON PESO ADECUADO PARA LA EDAD GESTACIONAL",8,"#8080005C",0.361604905258107
"FIEBRE","HIPOGLUCEMIA",4,"#80800042",0.260515439609125
